img,title,quantity,time,difficulty,ingredients,steps
https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/6ac1b0289a529963e56dac251e28e6911.jpg,대용량 반찬] 맛있는 간장 비빔 양념장 황금 레시피,3인분,5분 이내,아무나,"[{'name': '간장', 'quantity': '6큰술'}, {'name': '설탕', 'quantity': '1/2큰술'}, {'name': '깨소금', 'quantity': '2큰술'}, {'name': '간마늘', 'quantity': '1/2큰술'}, {'name': '고춧가루', 'quantity': '1큰술'}, {'name': '파\n잘게 썬', 'quantity': '4큰술'}, {'name': '참기름', 'quantity': '1큰술'}]","[{'description': '[양념장 만들기]\n간장 6 큰 술\n설탕 1/2큰술\n깨소금 2 큰 술\n간 마늘 1/2 큰 술\n고춧가루 1 큰 술\n잘게 썬 파 4 큰 술\n참기름 1 큰 술\n재료들을 잘 섞어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/89d1b16f9dfc7aea181a816bdcb65fc21.jpg'}, {'description': '콩나물 밥에 올려\n쓱쓱 비벼 먹으면\nAㅏ~~~~\n너무 맛있는\n간장 비빔 양념장', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/025cee612cfe782f257ce69fc521e6ac1.jpg'}, {'description': '풀만 먹기엔\n2%부족\n단백질도 먹어줘야 할것 같아서\n다진 소고기에\n간장1\n설탕1\n다진마늘1/2\n밑간 비율에 조물딱 ~ 조물딱~\n10분 재운 후', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/eb9e16d6a33ab3cfe384662362f7d2571.jpg'}, {'description': '달궈진 팬에 물기 날려버릴 정도로\n볶아줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/6ec295b091909780efbd0a4dc62de3bb1.jpg'}, {'description': '삶은 콩나물 물에 밥을 짓고\n미리 건져 식혀 둔 콩나물 올리고', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/4cddd094eac4a1ed00b51513c6e763f21.jpg'}, {'description': '소고기 곁들이고\n양념 적당히 올린 후', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/9ae49734ff0ef7010b9c9e5845aeff731.jpg'}, {'description': '노른자 주루륵 ~\n계란 후라이 올려주면', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/34cb92c3a472e62f41667c333bdfc60b1.jpg'}, {'description': '뚝딱!\n맛난 콩나물 밥이 완성 됩니다.\n콩나물비빔밥 만들기\n@6924837\n맛난\n간장 비빔 양념장만 있으면\n세상 든든\n무밥\n굴밥\n가지밥\n기타 등등\n심지어,\n마른김 구워 밥 싸먹을 때도\n세상의 모든 채소 비빔밥이여\n내게로 오라~\n죄다 맛나게 비벼주리라!!!', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/31/0a8c4a18b4d7463ff0d7ca2aa3b917081.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2018/06/27/3d253f92574e86131c2b72a09b70fa831.jpg,냉장보관해도 촉촉하고 윤기좌르르 맛있는 국민밑반찬 고추장멸치볶음,6인분 이상,15분 이내,중급,"[{'name': '잔멸치', 'quantity': '2줌'}, {'name': '포도씨유', 'quantity': '2T'}, {'name': '고추장', 'quantity': '1T'}, {'name': '맛술', 'quantity': '2T'}, {'name': '올리고당', 'quantity': '5T'}, {'name': '설탕', 'quantity': '1T'}, {'name': '통깨', 'quantity': '1T'}, {'name': '참기름', 'quantity': '1T'}]",[]
https://recipe1.ezmember.co.kr/cache/recipe/2015/12/01/4a152557a5517566ebf43961124f40ac1.jpg,아기반찬 무나물 만들기,3인분,15분 이내,아무나,"[{'name': '무', 'quantity': ''}, {'name': '통깨', 'quantity': ''}, {'name': '다진마늘', 'quantity': '1/2큰술'}, {'name': '소금', 'quantity': '1꼬집'}, {'name': '들깨가루', 'quantity': '1/2큰술'}]","[{'description': '일단 무를 채썰어 주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/acc809b6922688b287026a3b8b5807221.jpg'}, {'description': '팬에 물을 조금 넣고 무를 볶아줍니다. 투명해질때까지!!', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/2583cf790392767fccb25a197f79d4f01.jpg'}, {'description': '그리고 다진마늘 반술, 소금 쪼꼼, 들깨가루 반술을 넣고 볶아주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/3cde5bd57fe9960112461226d35c03f11.jpg'}, {'description': '잘볶아주면 끝.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/cfb8e16053b63c11c65f8231f2dfe3721.jpg'}, {'description': '마지막으로 통깨 살짝 뿌려주면 완성.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/12/29/206080cf38e71375647d27581263243f1.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/e2275bb4c08ba7253aca7548a66c4a5d1.jpg,양상추 샐러드 & 레몬 올리브 드레싱,1인분,15분 이내,아무나,"[{'name': '양상추', 'quantity': '70g'}, {'name': '토마토', 'quantity': '100g'}, {'name': '파프리카\n빨강 노랑 각', 'quantity': '1/4개'}, {'name': '아몬드 슬라이스', 'quantity': '20g'}, {'name': '치즈', 'quantity': '1장'}, {'name': '올리브유', 'quantity': '1큰술'}, {'name': '레몬즙', 'quantity': '1작은술'}, {'name': '올리고당', 'quantity': '1작은술'}, {'name': '고운 소금', 'quantity': '2꼬집'}]","[{'description': '샐러드용 재료들을 깨끗하게 해서 준비하세요.\n양상추 70g, 토마토 100g, 파프리카 (노랑, 빨강 각) 1/4개, 아몬드 슬라이스 20g, 치즈 1장', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/ebfe4d614a0d70d883f2216bb0631be81.jpg'}, {'description': '양상추는 찢어주고 파프리카와 토마토, 치즈는 적당한 사이즈로 썰어주세요.\n도마 , 요리칼', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/8974a2d23c1d54c5e695e0d59510b2b91.jpg'}, {'description': '드레싱 재료를 모두 담아 저어서 레몬 올리브 드레싱을 만들어주세요.\n올리브유 1큰술, 레몬즙 1작은술, 올리고당 1작은술, 고운소금 2꼬집\n계량스푼 , 종지', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/69f46d4630ff3d0353468996368c62261.jpg'}, {'description': '썰어 놓은 양상추 외 재료들을 반만 먼저 접시에 담아주세요.\n접시', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/0d93168be5892de5f4ab1bbb90999faf1.jpg'}, {'description': '남아있는 반도 모두 담아주세요. 그리고 만들어 놓은 레몬 올리브 드레싱을 부어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/6214d0235c9332f123d96a1b9fb4347e1.jpg'}, {'description': '건강 맛과 다이어트에도 너무 좋은 양상추 샐러드 완성입니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/21/a60bb758fe471f821eff689cf2b22ff61.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/e34b5fcd1c676da36b5ffabab45ae62a1.jpg,"팽이버섯 맛살전, 초간단",2인분,15분 이내,초급,"[{'name': '맛살', 'quantity': '3개'}, {'name': '팽이버섯', 'quantity': '1봉'}, {'name': '달걀', 'quantity': '2개'}, {'name': '식용유', 'quantity': '적당량'}, {'name': '맛소금', 'quantity': '0.5티스푼'}, {'name': '후추 톡톡', 'quantity': '3번'}]","[{'description': '팽이버섯은 밑동을 잘라낸뒤 1센치 내외로 잘라 준비 해 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/764389844aafe27cbdda3e93b8448d7e1.jpg'}, {'description': '맛살은 결대로 찢어낸뒤 1센치 내외로 잘라 준비 해 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/f90ddd389050ec3f4ccbc6089aac45871.jpg'}, {'description': '볼에 팽이버섯,맛살,달걀,맛소금,후추를 넣어 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/f299a8755d2244344dbb761e1844be661.jpg'}, {'description': '포크로 잘 섞어줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/71120f3df9f794d79e08246d22f5b0251.jpg'}, {'description': '식용유 두른 예열된 팬에 1숟가락 크기로 떠서 올립니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/4650bc38982b2b5caa1ae413e599c4341.jpg'}, {'description': '앞,뒤 노릇하게 부쳐주어 완성.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/20/04a1448b6120ce90aecec669801761d01.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/e821b8eba5db03554a28a57e12859b951.jpg,오도독 밥도둑! 무말랭이 무침,2인분,30분 이내,초급,"[{'name': '무말랭이', 'quantity': '100g'}, {'name': '간장', 'quantity': '3큰술'}, {'name': '고춧가루', 'quantity': '3큰술'}, {'name': '멸치액젓', 'quantity': '2큰술'}, {'name': '올리고당', 'quantity': '2큰술'}, {'name': '설탕', 'quantity': '1큰술'}, {'name': '다진마늘', 'quantity': '1.5큰술'}, {'name': '대파', 'quantity': '1/2뿌리'}, {'name': '통깨', 'quantity': '1/2큰술'}]","[{'description': '잘마른 무말랭이 100g을 준비합니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/14a56fdf354a145f69cf0153c42c516d1.jpg'}, {'description': '무말랭이에 찬물을 넣고 30분간 불려줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/c0603ac65017267168bf85ff235684641.jpg'}, {'description': '30분후 무말랭이가 통통하게 불어나면', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/a2656b391d699dc6ebbdde21c219b6701.jpg'}, {'description': '찬물에 2~3번 헹구어 준뒤 물기를 꽉 짜줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/914435c3deabdebc5673ab2f4cddb23b1.jpg'}, {'description': '간장 3큰술,고춧가루 3큰술, 멸치액젓 2큰술, 올리고당 2큰술, 설탕 1큰술, 다진마늘 1큰술반을 넣고 골고루 섞어서 무말랭이 양념장을 만들어 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/b3c571d34df0dda3c847213c1e0cea491.jpg'}, {'description': '물기를 제거한 무말랭이에 0.5cm크기로 썰은 대파 반뿌리를 넣고', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/36fa9cdfb56054820fa27f277c3ba2261.jpg'}, {'description': '준비해놓은 양념장도 넣어줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/f7b467aaf9d87640d4a5ac538d3dfcfa1.jpg'}, {'description': '양념장이 골고루 섞이도록 버무려 준 뒤', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/efda0756995d649c2a577a308094f2341.jpg'}, {'description': '마지막으로 통깨 반스푼을 넣고 한번 더 버무려 주면 완성됩니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/11/12/06d47593b64580ad1a251ac3b690fc3f1.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/715dbc42fc0d390b7ce547a264ba89041.jpg,새우 브로콜리 볶음,초급,,,"[{'name': '브로콜리', 'quantity': '1송이'}, {'name': '칵테일 새우', 'quantity': '150g'}, {'name': '다진 마늘', 'quantity': '1/2큰술'}, {'name': '마른 고추', 'quantity': '1개'}, {'name': '소금', 'quantity': '약간'}, {'name': '포도씨유', 'quantity': '1큰술'}, {'name': '마요네즈', 'quantity': '2큰술'}, {'name': '굴소스', 'quantity': '1큰술'}, {'name': '설탕', 'quantity': '1/2작은술'}, {'name': '두반장소스\n고춧가루와 간장으로대체 가능', 'quantity': '1작은술'}]","[{'description': '브리콜리는 한 입 크기로 잘라 끓는 물에 소금을 넣고 데쳐 주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/0af80a17daf134b7b008c2ab4d1080611.jpg'}, {'description': '마른 고추는 2cm 길이로 자른 후 씨를 제거해 주세요. 생새우는 껍질과 내장을 벗겨서 사용해 주세요. 마요네즈와 두반장, 굴소스를 섞은 소스도 준비해 주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/e480de04a59ef24c042f069cbddb76bc1.jpg'}, {'description': '달군 팬에 포도씨유 한 큰술을 넣은 후 다진 마늘과 마른고추를 넣고 마늘향이 올라올 때까지 중불에서 볶아 주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/df5f0051c063464c8a11eeca52f2a19f1.jpg'}, {'description': '데친 브로콜리와 새우를 넣고 볶다가', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/2cc5dc8c88cabb453e8c7e1970221a241.jpg'}, {'description': '굴소스, 마요네즈, 두반장소스를 넣고 볶아 주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/696db6f85f0df7c11389e0bb5de5b4751.jpg'}, {'description': '홍대 앞 카페에서는 마요네즈를 토핑으로 예쁘게 뿌려 놓으셨는데.. 전 그냥 같이 볶아 보았습니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/04/14/e41e4010396602a03ba01b1c22aae05a1.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/e493c777bc3ea527b43b8b3ac31c6d671.jpg,두부조림,2인분,30분 이내,아무나,"[{'name': '두부', 'quantity': '1/2모'}, {'name': '대파', 'quantity': '1/4뿌리'}, {'name': '포도씨유', 'quantity': '약간'}, {'name': '간장', 'quantity': '2큰술'}, {'name': '고춧가루', 'quantity': '1큰술'}, {'name': '올리고당', 'quantity': '1/2큰술'}, {'name': '다진파', 'quantity': '1/2큰술'}, {'name': '다진마늘', 'quantity': '1/2큰술'}, {'name': '참기름', 'quantity': '1/2큰술'}, {'name': '설탕', 'quantity': '1/2작은술'}, {'name': '통깨', 'quantity': '1/2작은술'}, {'name': '물', 'quantity': '1/3컵'}]","[{'description': '두부는 1cm 두께루 도톰하게 썰어 달군 팬에 포도씨유를 두르고 앞뒤로 노릇하게 지져주세요.\n두부를 노릇하게 구우려면 팬을 뜨겁게 달군 뒤 두부를 얹어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/c6a47fa36ba8987cd0bacb3091b00d8c1.jpg'}, {'description': '대파는 송송 썰어 준비해주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/c2a56c7264054461d31aefe65a982d121.jpg'}, {'description': '두부조림장 재료를 넣고 조림장을 만들어주세요.\n간장 2큰술, 고춧가루 1큰술, 올리고당 1/2큰술, 다진 파 1/2큰술, 다진마늘 1/2큰술, 참기름 1/2큰술, 설탕 1/2작은술, 통깨 1/2작은술, 물 1/3컵', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/171cadbc7f98c0c5c3f7b47e95408b371.jpg'}, {'description': '노릇하게 지진 두부에 조림장을 얹어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/23e47021a7bf33c9c58846ca2cf188571.jpg'}, {'description': '그위에 송송썬 파를 얹어 한번 더 지져주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/604ee755d48f665072e8709ff69f4d521.jpg'}, {'description': '자박자박 조리면 완성!', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/05/90adbe2fe1b27aab4c923dbb64aaacb61.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/1c9d9e86727d9e3fa5ae33c744fcceac1.jpg,"양파 요리, 굴소스 양파계란볶음 레시피",2인분,20분 이내,아무나,"[{'name': '계란', 'quantity': '3알'}, {'name': '양파', 'quantity': '1개'}, {'name': '대파', 'quantity': '1대'}, {'name': '식용유', 'quantity': '2T'}, {'name': '굴소스', 'quantity': '1T'}, {'name': '깨소금', 'quantity': '1T'}, {'name': '참기름', 'quantity': '1T'}]","[{'description': '대파는 원하는 크기로 썰어주시고, 양파는 얇게 슬라이스 해주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/4bc4bf520fb4be6178c0f1c86ea17a151.jpg'}, {'description': '계란 3알을 깨서 잘 풀어 준비합니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/9b89fc22ca45d5d7210ab3655e397ade1.jpg'}, {'description': '달군 프라이팬에 식용유 2T 가량 둘러주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/1d6ba1819ed98e5bde672237b5693cb11.jpg'}, {'description': '썰어놓은 대파와 양파를 모두 넣어 볶아 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/e95af9f903e7e82075d47ed6dc9347101.jpg'}, {'description': '중불에서 약 2~3분 정도 볶아 준다음 프라이팬의 한쪽으로 양파와 대파를 밀어두고, 빈 공간에 풀어둔 계란을 넣어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/0368be46c8b128283c9d2334f515e5c31.jpg'}, {'description': '계란을 넣고나서 휘휘~저어 스크램블에그 만들어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/49668f999d8c2bf77564211f9dff3fbd1.jpg'}, {'description': '원하는 굽기의 스크램블에그가 되면 모든 재료를 섞어 줍니다. 가스레인지 불을 끄고, 굴소스 1T 넣어 다시 하면 볶아 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/015c9d0d2e6b955057814ac3204e4c121.jpg'}, {'description': '접시에 담아주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/195698718014b7c47ec48f4c0dbb1aee1.jpg'}, {'description': '참기름 1T 둘러주시구요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/e770b05a3086e76d1bb3df96b7f70d311.jpg'}, {'description': '깨소금 1T 가량 뿌려 주시면 완성입니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2026/01/03/8a4dd5c07c9fdd3b69c2746c5a6612f11.jpg'}]"
https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/53fd923869dd70b3d9311aaf2aba308a1.jpg,간장불고기 맛 팽이버섯양파 볶음!,1인분,10분 이내,아무나,"[{'name': '팽이버섯', 'quantity': ''}, {'name': '양파', 'quantity': '1개'}, {'name': '진간장', 'quantity': '2t'}, {'name': '다진마늘', 'quantity': '1t'}, {'name': '올리고당', 'quantity': '2/3t'}, {'name': '맛술', 'quantity': '1t'}, {'name': '후추', 'quantity': '톡톡'}]","[{'description': '올리고당, 맛술, 다진마늘 반스푼, 간장을 위에서 말씀드린 레시피대로 용량을 넣어주며 양념장을 만들어주세요.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/4d6bbc0d8a007ba47c55ca1c8cb8777b1.jpg'}, {'description': '특히 팽이버섯은 밑동을 너무 많지 않게 적당히 잘라내어 헹굴 수 있는 것에 담아 결결이 뜯어가면서 씻어주는게 좋습니다~!', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/88c8aaa2cf5b63d67e9011bc5f7aa0fe1.jpg'}, {'description': '기름을 조금 두르고 먹기 좋게 손질한 양파를 넣고 볶아 줍니다.\n중불\n양파가 푹 익지 않고 아삭 거렸으면 좋겠는 분들은 이 작업을 조금만 해주세요~', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/4b8b152aee9fd22756141d22580eedce1.jpg'}, {'description': '양파가 살짝 익어가면 팽이버섯을 넣어 줍니다.\n팽이버섯은 끝에를 꼭 많이 자르지 않고 적당히 검은 부분만 제거하셔도 됩니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/395004f0ff2528d2947c06a8d3c850261.jpg'}, {'description': '준비한 양념장을 골고루 뿌려주고 잘 섞어 줍니다.', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/065ba321d116d15cdc7278eeb8aeb2a61.jpg'}, {'description': '팽이 버섯이 익을쯤 불을 끄고 그릇에 담아 맛있게 먹어줍니다^~^', 'image': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/11/19/65bf6d4a23bea8b6f8c17290bbfa52291.jpg'}]"
